江丙坤 陈美惠
范镇钰 班德贵
郭凯敏 刘晓春
郭凯敏 张芝华
王豫颖 胡德平
郭麒麟 胡中惠
郭麒麟 郭德纲
阮大铖 高攀龙
邵华 张文秋
邵华 毛岸英
邵华 毛新宇
邵华 毛泽东
邵华 毛岸青
邵华 刘思齐
邱会作 敏
王昆仑 何香凝
王昆仑 柳亚子
王昆仑 曹孟君
马艳丽 郎昆
曹休 曹肇
曹休 曹操
柴进 柴荣
蔡依林 林传凯
蔡依林 周杰伦
蔡依林 蔡旻纹
蔡依林 罗志祥
李光洁 郝蕾
最上义光 伊达政宗
况明洁 刘纪军
高笑林 马三立
马伊俐 文爱马
龚琳娜 老锣
袁克权 端方
丁谓 丁守节
施文心 葛存壮
李再雯 白玉霜
王梦云 李金泉
罗福山 罗小奎
郭颂 郭增友
范仲淹 种世衡
木村拓哉 木村心美
木村拓哉 工藤静香
冯思语 徐帆
冯思语 冯小刚
余叔岩 谭鑫培
余叔岩 余三胜
张澍 许亚军
邓之诚 张东荪
董必武 董良翚
董必武 陈碧英
董必武 黄俊贞
董必武 董良羽
慈少泉 慈瑞泉
慈少泉 曹二庚
容祖儿 陈奕迅
龙云 李培莲
龙云 龙绳武
龙云 林黛
龙云 龙绳曾
张凯丽 可可
林淑如 郭台成
林淑如 郭晓玲
林淑如 郭台铭
林淑如 黄秋莲
曹敏莉 黄长兴
曹敏莉 于树基
曹敏莉 张家杰
群福庆 刘荣云
群福庆 刘荣安
群福庆 张荣玖
车范根 车杜里
陈意涵 赵又廷
陈意涵 周渝民
赵晓梅 阎立品
加藤罗莎 玉木宏
张佩纶 张恭庆
兰陵王 渔阳王高绍信
兰陵王 乐安公主
宋承宪 宋慧乔
宋承宪 成宥利
胡世华 胡惟德
安乐公主 韦后
安乐公主 武延秀
安乐公主 武崇训
安乐公主 李显
赵薇 黄有龙
赵薇 赵家海
赵薇 魏启颖
赵薇 周星驰
赵薇 叶茂青
赵薇 汪雨
安娜 张庆鹏
孙祥 孙吉
张二鹏 盖叫天
黄现璠 萧一山
黄现璠 黄门十八贤
黄现璠 郭沫若
黄现璠 宫崎市定
王蕙芳 王少芳
王蕙芳 梅兰芳
王蕙芳 王攀桂
蕾哈娜 Brown
杜致礼 杨光诺
努尔哈赤 塔克世
吴松岩 吴钰璋
高芳先 李先良
高芳先 高华柱
宋子安 宋伯熊
宋子安 胡其瑛
贾樟柯 朱炯
贾樟柯 赵涛
高兴荣 张云标
刘培善 左英
武宗文 仲满
吴敦 贾静雯
叶宜津 赵哲宏
郎咸平 樊小纯
郎咸平 张玮
张懋森 文平
杨再石 吴祖仁
粟裕 陈毅
粟裕 刘伯承
粟裕 陈赓
粟裕 粟戎生
粟裕 楚青
粟裕 陈小鲁
严停云 叶明勋
阿方索十世 布里特斯
雷炳侠 干露露
朱武 陈达
霍英东 霍震宇
霍英东 霍震寰
霍英东 霍震霆
霍英东 霍启刚
霍英东 林淑端
霍英东 霍耀容
姚水娟 竺素娥
姚水娟 竺基焕
姚水娟 金荣水
姚水娟 李艳芳
刘翠霞 新翠霞
常贵田 赵佩茹
常贵田 常宝华
王佩英 张可心
王佩英 张以成
林信斋 林秉礼
康有为 康赞修
康有为 张云珠
李奎光 王桂香
马思聪 马瑞雪
马思聪 马如龙
曾国祥 曾志伟
曾国祥 蔡莹莹
王昭君 呼韩邪单于
王昭君 伊督智牙师
王昭君 汉元帝
周正龙 罗大翠
秦孝公 秦献公
Chara 浅野忠信
王美怡 王馨平
康霞 马金凤
傅斯年 傅以渐
傅斯年 傅斯岩
傅斯年 傅淦
傅斯年 俞大维
郑成功 郑克塽
郑成功 郑芝龙
苏民 濮存昕
苏民 蓝天野
吉拉迪诺 阿利切
秦琼 尉迟恭
秦琼 长孙无忌
秦琼 李渊
秦琼 李世民
杨云 潘长江
蒋孝章 俞大维
蒋孝章 俞扬和
洪秀全 洪仁达
洪秀全 洪仁发
洪秀全 石达开
洪秀全 萧朝贵
洪秀全 杨秀清
洪秀全 洪天光
洪秀全 洪天明
洪秀全 洪仁玕
洪秀全 冯云山
洪秀全 韦昌辉
刘半农 刘天华
刘半农 朱惠
刘半农 屠敬山
刘半农 鲁迅
刘半农 商鸿逵
王尚君 赵国忠
王尚君 尚宝信
伏明霞 于芬
伏明霞 梁锦松
伏明霞 伏明天
伏明霞 梁皓嘉
伏明霞 梁司渝
方中信 莫可欣
马师曾 红线女
王大珩 王应伟
王大珩 顾又芬
林子祥 叶倩文
林子祥 林德信
莎士比亚 苏珊娜
果素瑛 程永光
新马师曾 邓祺
刘畊宏 王婉霏
夏时济 夏明震
夏时济 夏明翰
杨畹农 沈小梅
黎姿 黎民伟
黎姿 黎柱
王薇薇 王澄清
张温 张允
张温 张祗
张小伟 赵咪咪
种世衡 种师道
种世衡 种谔
粟戎生 粟裕
粟戎生 楚青
庄佳容 庄岳颖
高剑父 高保样
高剑父 高瑞彩
李远哲 李泽藩
李远哲 吴锦丽
刘觉民 林觉民
刘觉民 梁启超
刘觉民 胡景翼
刘觉民 康有为
刘觉民 樊钟秀
彭德怀 彭荣华
彭德怀 浦安修
陈美华 陈冠希
犬养毅 芳泽谦吉
犬养毅 芳泽操
虢国夫人 杨玉环
虢国夫人 杨国忠
虢国夫人 杨玄琰
常俊丽 桑振君
常俊丽 刘伯玲
常俊丽 贾廷聚
常俊丽 张宝英
李念 林和平
陈鹤年 陈乔年
陈鹤年 陈松年
陈鹤年 许桂馨
陈鹤年 陈祯祥
陈数 赵胤胤
谢军 吴少彬
耶律齐 郭破虏
耶律齐 郭靖
梁朝伟 张曼玉
曾纪泽 曾国藩
林楚楚 黎民伟
陈静仪 钱景峰
顾毓琇 朱镕基
顾毓琇 顾慰庆
顾毓琇 江泽民
顾毓琇 顾慰连
高维廉 金仲仁
陈骞 陈矫
贾代化 贾敷
林孝贤 谢玲玲
林孝贤 林恬儿
林孝贤 钟欣桐
赵朴初 赵文楷
金正男 张成泽
金正男 成惠琳
金正男 金敬姬
金正男 金正日
金少梅 时小福
金少梅 马少山
金少梅 孟小冬
奚啸伯 李洪春
奚啸伯 余叔岩
奚啸伯 言菊朋
奚啸伯 李伯培
奚啸伯 欧阳中石
胡和生 苏步青
刘文辉 刘湘
刘文辉 刘元彦
刘文辉 刘文彩
梶和为 武宫正树
梶和为 谷宫悌二
李斐莉雪 蓝道
吴楚帆 高鲁泉
余英时 钱穆
梁伯熙 陈肖霞
梁伯熙 李宏平
梁伯熙 童辉
谢葆璋 冰心
爱德华五世 约克公爵理查
马唯中 马英九
马唯中 马元中
蔡加怡 蔡志明
徐若瑄 徐佩瑜
徐若瑄 冯德伦
南宫公主 平阳公主
服部平藏 服部静华
田娃 刘殿才
陈燕琳 李彧
陈燕琳 李保田
胡军 胡松华
胡军 卢芳
廖俊杰 邱胜翊
刘恺威 杨幂
小渊惠三 小渊优子
李琳 李大双
李琳 王小利
李琳 王小列
鸣人 波风水门
高庆奎 贾丽川
高庆奎 高盛麟
勃列日涅夫 勃列日涅娃
单雯 张继青
邓丽君 郭孔丞
邓丽君 保罗
邓丽君 成龙
邓丽君 邓长富
邓丽君 赵素桂
邓丽君 邓永佳
陈英杰 陈贤民
陈英杰 任贤齐
陈英杰 韩雨芹
杨一清 杨景
姜亦珊 梅葆玖
姜亦珊 薛亚萍
李正敏 高登岳
戴思聪 戴辛尉
戴思聪 戴蕴慧
孙俪 邓超
关德兴 靓元亨
关德兴 扎脚胜
彭家元 彭传诚
彭家元 彭传梁
彭家元 王菊逸
张家杰 曹敏莉
徐淑敏 黄重生
碧昂斯 Rowland
秦怡 金焰
秦怡 金捷
秦怡 陈天国
刘胡兰 刘景谦
刘胡兰 胡文秀
浦安修 浦通修
虎美玲 连德志
虎美玲 马红艳
虎美玲 熊小玲
虎美玲 常香玉
虎美玲 刘翠芳
冯胜 冯国用
梅贻琦 梅曾臣
金正恩 金正哲
金正恩 金正日
金正恩 李雪主
王祥云 黄良玉
王祥云 徐颖
邓稼先 许德珩
王鸿寿 李洪春
翁美玲 郑少秋
翁美玲 汤镇业
翁美玲 邹世龙
翁美玲 黄日华
孙多慈 徐悲鸿
孙多慈 孙传瑗
庐隐 李唯建
陈致中 陈水扁
陈致中 陈幸妤
陈致中 吴淑珍
陈致中 黄百禄
陈山聪 何超云
陈山聪 Ponny
麦凯恩 詹姆士
麦凯恩 道格
傅淦 傅斯年
严凤英 王冠亚
严凤英 严云高
廉静儿 张东健
吴阶平 吴蔚然
吴阶平 吴安然
董三毛 刘丹丹
曾国藩 李鸿章
曾国藩 曾国葆
刘聪 刘曜
吴汉文 王锡良
张占阳 郭新成
端木蕻良 萧红
端木蕻良 钟耀群
孙悟空 菩提祖师
孙悟空 白龙马
孙悟空 唐僧
孙悟空 哪吒
孙悟空 猪八戒
佟有为 袁梅君
佟有为 于宝林
佟有为 佟剑涛
章含之 洪君彦
章含之 洪晃
章含之 乔冠华
李昌镐 李英镐
李昌镐 李度崘
金月楼 玉牡丹
金月楼 蔡玉莲
金月楼 金香琴
金月楼 金梅楼
金月楼 金佩楼
金月楼 筱灵凤
林志玲 邱士楷
林志玲 林繁男
林志玲 林志鸿
刘桂凤 朱福喜
叶一茜 田欣仪
宗庆后 宗馥莉
方伟 齐秦
元春 贾政
元春 贾母
元春 王夫人
孙和 孙俊
孙和 孙权
孙和 孙德
孙和 孙谦
孙和 孙皓
李润杰 张志宽
杨载福 石达开
杨载福 曾国藩
马伟豪 陈慧茵
金铁霖 马秋华
金铁霖 金圣权
金铁霖 李谷一
张克群 陆士嘉
张克群 高晓松
张克群 高立人
张克群 梁思成
海顿 贝多芬
黄药师 陈玄风
黄药师 冯默风
黄药师 曲灵风
任法融 王嗣林
孙盛武 寇春华
杨振宁 翁帆
杨振宁 杜致礼
杨振宁 杜聿明
陈娟红 高旗
周润发 陈荟莲
铁扇公主 牛魔王
郝艳霞 郝英吉
郎平 白浪
薛宝钗 史湘云
薛宝钗 薛姨妈
薛宝钗 王夫人
薛宝钗 王熙凤
薛宝钗 夏金桂
帕克 托尼
帕克 邓肯
叶开沅 钱伟长
徐立清 徐延旗
徐立清 徐甘泉
徐立清 徐和平
顾毓秀 朱镕基
梅巧玲 陈金雀
梅巧玲 梅兰芳
梅巧玲 梅雨田
梅巧玲 梅竹芬
蔡就胜 蔡卓妍
斯内德 约兰特
斯内德 巴里斯内德
斯内德 罗曼娜
许广平 周作人
许广平 鲁迅
许广平 周建人
袁世海 王连平
袁世海 叶福海
袁世海 郝寿臣
袁世海 孙盛文
袁世海 尚小云
袁世海 吴彦衡
葛树志 崔谨兰
陈金莲 徐玉兰
陈金莲 戚雅仙
陈金莲 姚水娟
陈金莲 金艳芳
陈金莲 毕春芳
郭政鸿 滕丽名
牛淑贤 赵兵伟
闻一多 闻立雕
闻一多 闻黎明
闻一多 高孝贞
闻一多 闻铭
原子鏸 郑佩佩
猪八戒 白龙马
猪八戒 孙悟空
猪八戒 沙僧
李劫夫 张洛
覃宏 覃辉
姜珊 姜昆
买红妹 买宝瑶
买红妹 孙楠
李欧梵 李玉莹
朱炯 贾樟柯
老狼 高晓松
老狼 潘茜
玛莎 五月天
木谷实 武宫正树
木谷实 柴野美春
木谷实 赵治勋
木谷实 铃木为次郎
杨梅生 刘坚
陈霖苍 陈永玲
赵文卓 张丹露
卞学鐄 赵元任
卞学鐄 杨步伟
卞学鐄 赵如兰
孟京辉 廖一梅
李紫阳 林佳楣
刘云天 郭德纲
刘云天 曹云金
斋藤道三 斋藤义龙
林敏俐 刘倩婷
林敏俐 林国光
薛明 贺龙
汉元帝 王政君
茅威涛 郭晓男
茅威涛 尹小芳
李可染 邓伟
李可染 苏少卿
李可染 李小可
林文慧 梁汉文
谢景兰 马赛
魏东 魏峰
魏东 陈金霞
魏东 魏振雄
井上真央 松本润
章小婉 章小蕙
元华 成龙
元华 洪金宝
房仕胜 成龙
房仕胜 房仕德
曹锟 郑氏
曹锟 曹本生
鲍文蔚 周作人
鲍文蔚 鲁迅
翁家明 俞小凡
沮渠蒙逊 沮渠男成
沮渠蒙逊 沮渠益生
沮渠蒙逊 沮渠牧犍
沮渠蒙逊 沮渠苟生
沮渠蒙逊 沮渠兴
李薇华 荀慧生
阎虹羽 叶红珠
阎虹羽 刘琪
张荔英 陈友仁
周永恒 周启生
周永恒 赵梓淇
周汶锜 高以翔
周汶锜 周丽淇
柏立基 安柏立基
魏武帝 曹丕
蔡瑶铣 朱传茗
蔡瑶铣 马树铭
蔡瑶铣 方传芸
尹笑声 尹寿山
李小琳 刘智源
徐静琪 白登云
江竹筠 彭壮壮
江竹筠 彭咏梧
贾又福 叶浅予
贾又福 李可染
邹世龙 翁美玲
邹世龙 何超琼
曹昂 曹操
靖正恭 党甘亭
钱慧韵 赖国友
水谷隼 吉田海伟
水谷隼 松平健太
水谷隼 岸川圣也
菅直人 菅伸子
王翔千 王辩
田起山 田荫亭
田起山 田士杰
田起山 田连章
拔都 别儿哥
拔都 斡儿答
范姜 钟镇涛
范姜 钟懿
安雅 孔众
任泉 李冰冰
文颂娴 李梓慎
张咏梅 袁雪芬
张咏梅 张生淮
张咏梅 方亚芬
林艾为 林心如
刘雪涛 赵燕侠
刘雪涛 张君秋
白凤鸣 刘宝全
白凤鸣 白凤岩
乔艳蕊 史冬鹏
黄健华 焦家良
寇准 宋太宗
寇准 魏野
寇准 九僧
宗天意 罗启仁
宗天意 李赛凤
梁靖琪 梁家树
梁靖琪 黄敏豪
筱兰英 姚长海
孙科 孙治平
孙科 孙穗芬
孙科 陈淑英
孙科 孙穗华
孙科 孙中山
孙科 蓝妮
孙科 孙穗芳
孙科 孙穗英
孙科 孙治强
孙科 严蔼娟
黄秀英 包玉刚
马廷强 黎姿
李光弼 郭子仪
李光弼 李楷洛
钱三强 何怡贞
钱三强 钱思进
钱三强 钱玄同
钱三强 邓稼先
钱三强 何泽慧
钱三强 钱学森
钱三强 钱伟长
俞步兰 俞振庭
俞步兰 程继先
俞步兰 俞菊笙
宋丹菊 宋德珠
石舫亘 蒋孝严
石舫亘 黄美伦
石舫亘 蒋万安
王美华 曾志伟
王美华 曾宝仪
王东红 王美玲
陈金 夏煊泽
陈公博 李励庄
张馨予 李晨
王希怡 刘谦
叶圣陶 胡墨林
叶圣陶 叶至善
李吉瑞 程永龙
李吉瑞 黄月山
李吉瑞 薛凤池
李吉瑞 尚和玉
许晴 刘波
高宝贤 马长礼
高宝贤 谭富英
尹喜地 尹明善
金亨七 金均燮
赵无极 贝聿铭
赵无极 谢景兰
杨康 包惜弱
杨康 杨铁心
梁思顺 梁思庄
戴碧芝 谢霆锋
戴碧芝 张柏芝
陶虹 徐峥
薛伟森 谢晓虹
刘咏尧 刘若英
孟令源 蔡亮
霍慧芬 崔世安
霍慧芬 霍英东
罗家英 汪明荃
袁保恒 袁甲三
袁保恒 袁保中
黄克诚 唐棣华
薛蟠 薛姨妈
薛蟠 夏金桂
泰戈尔 徐志摩
黄晓娟 赵本山
李金鸿 史敏
张世良 张承中
刘文步 郑福山
刘文步 杨少奎
萧红 张廷举
萧红 端木蕻良
萧红 萧军
董良翚 董必武
洪晃 乔冠华
洪晃 章士钊
洪晃 章含之
洪晃 洪君彦
柯南 工藤有希子
柯南 吉田步美
柯南 服部平次
柯南 灰原哀
袁涣 袁徽
袁涣 袁霸
莫文骅 杨枫
莫文骅 张爱萍
莫文骅 张云逸
莫文骅 刘亚楼
莫文骅 毛泽东
李心洁 张艾嘉
李心洁 彭顺
洪智 何静
林韦君 林佑威
林韦君 许绍洋
刘永好 刘永言
刘永好 刘永行
何猷龙 何鸿燊
何猷龙 蓝琼缨
王绍伟 5566
许亚军 张澍
许亚军 何晴
明熹宗 明光宗
段誉 刀白凤
段誉 王夫人
李文华 姜昆
李文华 郝爱民
陈懿 柳海澄
张克帆 于佳卉
罗海琼 陈坤
罗海琼 费麒
钱复 钱鸿业
潘文复 田慧棣
李婷 李娆
小映霞 王文川
Hebe Selina
余音 焦守云
余音 焦裕禄
唐德宗 昭德皇后王氏
秦良玉 马祥麟
秦良玉 马千乘
郑欣宜 郑少秋
解丰鸣 毛阿敏
解丰鸣 解植坤
吴奇隆 苏有朋
吴奇隆 马雅舒
马诗慧 黄重生
马诗慧 王敏德
马诗慧 王曼喜
李克农 赵瑛
李克农 胡底
李克农 钱壮飞
姚沁蕾 姚志源
姚沁蕾 叶莉
陈慧珊 海俊杰
陈慧珊 钟伟民
张智霖 袁咏仪
张智霖 张慕童
董仲舒 汉武帝
董仲舒 胡母生
董仲舒 公孙弘
董仲舒 司马迁
迪甘 卡卡
叶群 林立果
叶群 林立衡
叶群 林彪
王熙凤 贾琏
王熙凤 薛宝钗
王熙凤 贾赦
王熙凤 林黛玉
钱嘉乐 洪金宝
钱嘉乐 钱小豪
吴祖强 吴瀛
黄桂秋 言菊朋
沈嘉伟 沈健伟
沈嘉伟 沈月
沈嘉伟 邱淑贞
权良淑 卢武铉
何爱喻 李小龙
何爱喻 何东
陶斯亮 陶铸
谭正岩 谭孝曾
谭正岩 谭富英
谭正岩 谭元寿
谭正岩 阎桂祥
周苏红 汤淼
耶律倍 辽太宗
仓持明日香 仓持明
李亚红 易建联
申世京 钟铉
孔子 颛孙师
孔子 漆雕开
孔子 颜无繇
孔子 叔梁纥
孔子 亓官氏
孔子 子贡
孔子 卜商
孔子 言偃
李学清 李学涤
李学清 李洲
郭春山 曹二庚
郭春山 唐玉喜
慕容暐 慕容泓
任伯年 任声鹤
任伯年 任薰
任伯年 任熊
牛得草 王艺红艺名牛小草
牛得草 金不换
牛得草 张仙草
牛得草 牛亚非艺名小牛得草
芦璐 刘国正
马克坚 景岗山
李健熙 李在镕
杨希 王新欣
筱桂花 孙凤鸣
筱桂花 萧军
小王玉蓉 王玉蓉
晴雯 贾宝玉
戈宝权 梁培兰
杨宝森 谢虹雯
杨宝森 杨文蕙
毛泽民 毛远新
毛泽民 毛泽东
公孙胜 蔡京庆
薛蛮子 薛子正
胡瓜 李进良
胡瓜 胡盈祯
胡瓜 秀秀
杨庆煌 杨小萍
许雅钧 徐熙娣
许雅钧 黄秀真
许雅钧 许庆祥
赵丹 黄宗英
赵丹 赵劲
赵丹 叶露茜
巴克利 奥拉朱
巴克利 欧文
张一 黄光泉
孙连仲 宋哲元
孙连仲 孙湘德
孙连仲 孙惠书
郭艾伦 郭凯伦
郭艾伦 郭士强
张杰鑫 王致久
曾昭娟 宋海燕
曾昭娟 花淑兰
曾昭娟 金艳荣
王学义 段军
王学义 赵世忠
王学义 康有纯
王学义 李增瑞
董方卓 徐弘
老臭 刘丽
贾洪林 谭鑫培
马寅初 王仲贞
马寅初 马仰曹
马寅初 马仰班
刘秉彦 旷伏兆
周朴园 侍萍
周朴园 周萍
宗其香 周志龙
Ella Selina
Ella 陈楚河
黄敬 俞珊
南成哲 李俊日
南成哲 李光川
金秀山 郎德山
金秀山 何桂山
金秀山 金少山
陈巨来 赵叔孺
翁帆 杨振宁
宫本佳代子 小泉纯一郎
宫本佳代子 泰道照山
唐祖宣 周连三
万梓良 恬妞
李瑞英 张宇燕
陆云 陆机
包飞 江世玉
文爱马 马伊琍
王荣山 王永成
王荣山 刘曾复
高明博 李长春
文千岁 梁少芯
文千岁 黄浩棉
文千岁 黄宝任
文千岁 窦庭志
李俊毅 王丽情
李俊毅 李鸿禧
朱泳腾 陆毅
邓愈 邓顺兴
瞿秋白 王剑虹
瞿秋白 瞿世琥
瞿秋白 杨之华
瞿秋白 瞿世玮
瞿秋白 耿济之
范曾 缪镜心
范曾 张桂云
范曾 范子愚
范曾 边宝华
范曾 林岫
林月云 侯佩岑
林月云 侯世宏
林月云 邱嘉雄
甘少苏 梁宗岱
甘少苏 钟树辉
阎秋霞 白云鹏
李振辉 李小龙
李振辉 李海泉
萧盛萱 萧镇奎
萧盛萱 萧长华
黄霑 林燕妮
黄霑 黄宇诗
尤三姐 柳湘莲
尤三姐 尤氏
尤三姐 尤二姐
常杰淼 张杰鑫
刘砚芳 高盛麟
刘砚芳 刘宗年
刘砚芳 杨小楼
赵景深 李希同
赵景深 李小峰
小潘潘 黄任中
林瑞阳 张庭
林瑞阳 曾哲贞
刘诗涵 王若伊
瞿同祖 瞿宣颖
瞿同祖 吴文藻
瞿同祖 赵曾玖
寒春 阳早
寒春 阳和平
胡兵 瞿颖
胡兵 林嘉绮
韩子康 薛永年
薛姨妈 薛宝钗
薛姨妈 薛蟠
薛姨妈 王夫人
薛姨妈 贾政
李先念 林佳楣
李先念 李小林
雷振春 雷喜福
辛柏青 朱媛媛
服部良一 服部克久
马雪阳 至上励合
孙莹莹 李仕凡
孙莹莹 何念慈
孙莹莹 孙道存
孙莹莹 张汉扬
孙兴 林美贞
赵津生 范振钰
魏春芳 章益清
朱经武 陈省身
孙维世 任锐
孙维世 孙炳文
孙维世 邓颖超
孙维世 周恩来
许绍雄 许广平
杨景辉 杨定富
宋楚瑜 宋达
陈硕真 章叔胤
华生 铁凝
徐贵樱 黄任中
周慧江 厉慧兰
吉新鹏 何晓燕
林觉民 陈意映
林觉民 林长民
郑则仕 赵崇基
傅聪 卓一龙
傅聪 傅雷
苗人凤 苗若兰
宗璞 冯钟芸
朱宏钧 白清扬
邱复生 葛福鸿
裘桂仙 徐立棠
裘桂仙 裘盛戎
裘桂仙 何桂山
侯丹梅 关肃霜
怪兽 五月天
杨班侯 李万成
杨班侯 张信义
陈幸妤 赵建铭
陈幸妤 赵翊安
陈幸妤 赵翊佑
陈幸妤 黄睿靓
陈幸妤 赵翊廷
陈幸妤 吴淑珍
陈幸妤 陈致中
刘銮雄 宝咏琴
刘銮雄 刘銮鸿
刘銮雄 蔡少芬
刘銮雄 李嘉欣
刘銮雄 甘比
刘銮雄 洪欣
陈晓炜 于子恒
陈晓炜 于涛
赵登禹 赵学武
戴绮霞 戴凤鸣
何姿 于芬
茹莱卿 杨隆寿
茹莱卿 董凤岩
高长恭 郑氏
蔡畅 葛健豪
蔡畅 蔡蓉峰
蔡畅 李富春
陈琦 徐涵英
陈琦 丁赛君
贺聪 葛优
李吉来 刘吉庆
钱思进 何泽慧
钱思进 钱三强
杜淳 杜志国
杜淳 杨丽
杜淳 张嘉倪
杜淳 杨璐
李洛能 戴龙邦
杨赤 袁世海
梅葆玥 梅兰芳
蒋雯丽 顾长卫
黄小茂 李静
黄小茂 史可
张绍 张飞
张仲景 张伯祖
陈小春 谢天华
凤飞飞 赵宏琦
许世友 雷明珍
许世友 许援朝
丁英 李双江
毛甜懿 毛泽东
毛甜懿 毛东东
毛甜懿 毛新宇
汪建民 柯以柔
汪建民 纪文蕙
戴克明 戴克林
杨不悔 杨逍
杨不悔 殷梨亭
杨不悔 张无忌
陈奇涵 徐海东
乔蕙兰 梅兰芳
汪野亭 汪小亭
汪野亭 汪桂英
汪野亭 汪少平
曾启荣 曾志伟
曾启荣 马时亨
曾启荣 曾金英
陈仲山 陈青远
李厚霖 李湘
钱琳琳 郑弘
钱琳琳 张译
皮晓萌 皮黔生
魏莲芳 王瑶卿
魏莲芳 梅兰芳
魏莲芳 朱素云
吕良伟 杨小娟
吕良伟 吕良国
吕良伟 吕善婷
吕良伟 邝美云
万绮雯 陈十三
杨海荃 周印金
杨海荃 金炳昶
詹姆斯 科比
詹姆斯 奥尼尔
詹姆斯 韦德
詹姆斯 波什
詹姆斯 霍华德
伯颜 晓古台
徐天红 戴忠桂
徐天红 戚雅仙
徐天红 尹桂芳
徐天红 徐玉兰
徐天红 张桂莲
徐天红 陆锦花
徐天红 赵雅麟
徐天红 余彩琴
徐天红 傅全香
徐天红 高剑琳
徐天红 吴小楼
徐天红 筱丹桂
徐天红 尹小芳
刘至翰 林子萱
刘至翰 刘尚谦
罗璇 谢才萍
谭晶 周丽萍
谭晶 谭新民
王家卫 陈以靳
曾少宗 可米小子
黄小琥 蔡依林
蔡协民 曾志
汤子嘉 汤珈铖
张申府 张崇年
张申府 张濂
武宫正树 梶和为
刘宗杨 刘砚芳
刘宗杨 刘宗年
谷望江 谷景生
康广仁 康有为
奚培民 孙正阳
郭全宝 马季
郭全宝 于俊波
郭全宝 王少云
郭全宝 刘宝瑞
郭全宝 郝爱民
郭全宝 白全福
郭全宝 侯宝林
白全福 白宝山
白全福 于俊波
白全福 张伯勋
白全福 刘学仁
白全福 宋勇
白全福 杨志刚
白全福 侯宝林
白全福 缴月舒
白全福 常宝霆
吕彦直 吕彦深
李杲 张元素
李杲 王好古
秦凯 王峰
李玲玉 杰西
李多奎 王晓临
李多奎 王梦云
王皓 王忠全
王皓 彭陆洋
谭凤元 刘宝全
谭凤元 程久斋
谭凤元 良小楼
谭凤元 石连城
石晓亮 郭元祥
叶福海 叶忠定
尔冬升 父尔光
水均益 水亦诗
水均益 杨迪
水均益 水天明
水均益 王君
李来 罗微
胡小石 曾农髯
胡小石 王季思
许冠文 郑洁英
许冠文 许冠英
许冠文 许冠武
应采儿 陈小春
吴冰 冰心
杨受成 杨诺思
杨受成 杨其龙
杨受成 杨成
张云霞 徐天红
支维永 陶素莲
陈锐 茅海童
李四广 李顺德
陆川 秦岚
罗大佑 张震岳
罗大佑 李烈
罗大佑 张艾嘉
钟鸣岐 李多奎
钟鸣岐 李鸣盛
钟鸣岐 杨荣环
钟鸣岐 侯喜瑞
钟鸣岐 裘盛戎
钟赤兵 李天佑
蒋雯娟 顾长卫
法布雷加斯 卡拉
潘玉良 刘海粟
潘玉良 潘赞化
冯子洋 冯玉萍
冯子洋 郭贵臣
冯子洋 花淑兰
冯子洋 孙彦波
朱德 萧菊芳
朱德 朱敏
朱德 贺治华
朱德 康克清
朱德 刘伯承
邓婕 张默
邓婕 张国立
林珍奇 李依琳
谭世秀 谭娜
谭世秀 谭世安
谭世秀 谭鑫培
谭世秀 李秀玲
吕凉 宋忆宁
谭咏麟 彭健新
谭咏麟 钟镇涛
谭咏麟 谭晓风
谭咏麟 杨洁薇
谭咏麟 李克勤
谭咏麟 朱咏婷
冯洪达 余华心
冯洪达 冯玉祥
英琪 英达
阎揆要 徐向前
贾琏 平儿
贾琏 王熙凤
贾琏 尤二姐
赵一曼 赵掖贤
赵一曼 陈达邦
陆昌立 沈星培
田汉 安娥
田汉 聂耳
夏侯渊 夏侯氏
夏侯渊 夏侯绩
夏侯渊 夏侯称
夏侯渊 夏侯光姬
夏侯渊 夏侯霸
夏侯渊 夏侯威
夏侯渊 夏侯衡
王滢 庾澄庆
杨进明 郭德纲
杨进明 杨少华
杨进明 侯耀文
宋文治 宋玉麟
宋文治 陆俨少
慕容超 慕容纳
慕容超 慕容德
慕容超 慕容皝
付洋 傅亮
付洋 张洁清
付洋 彭真
付洋 傅彦
付洋 傅锐
路飞 弗兰奇
路飞 香吉士
路飞 布鲁克
路飞 娜美
路飞 乌索普
唐太宗 唐高宗
唐太宗 房玄龄
唐太宗 唐高祖
曹均 曹茂
高联奎 高庆奎
高联奎 高盛麟
侣皓吉吉 海岩
费雷拉 穆尼里奥
董璇 高云翔
李智屏 柳大华
叶明子 苏丹丹
叶明子 叶剑英
叶明子 叶选廉
冯坤 陈忠和
马思纯 顾长卫
马思纯 蒋雯丽
黄文迪 吕慧仪
田不易 苏茹
田不易 宋大仁
田不易 张小凡
项堃 阮斐
俞扬和 蒋方良
俞扬和 蒋经国
俞扬和 俞大维
徐玉兰 施银花
徐玉兰 赵瑞花
赵宏博 申雪
刘莎莎 张树春
蒋兴权 巴特尔
蒋兴权 西热力江
蒋兴权 张庆鹏
周祖谟 余淑宜
周祖谟 余嘉锡
金东文 罗景民
金东文 河泰权
夏雨 袁泉
曹晖 曹德旺
俞菊笙 张二奎
俞菊笙 俞振庭
俞菊笙 俞步兰
孟鸿茂 孟福保
许慧欣 许嘉凌
郭富城 熊黛林
傅钟 刘筱圃
陈立夫 陈其美
